time,status,kp,ki,kd,setpoint,output,temperature,error,integral,derivative
95.608,3,2,0.0025,0.5,93,65,65.75,27.25,4685.38,-2
95.896,3,2,0.0025,0.5,93,68,65.25,27.75,4692.31,2
96.184,3,2,0.0025,0.5,93,66,65.5,27.5,4699.19,-1
96.471,3,2,0.0025,0.5,93,66,65.75,27.25,4712.81,0
96.807,3,2,0.0025,0.5,93,65,66,27,4719.56,-1
97.11,3,2,0.0025,0.5,93,64,66.25,26.75,4726.25,-1
97.398,3,2,0.0025,0.5,93,64,66.5,26.5,4732.88,-1
97.686,3,2,0.0025,0.5,93,65,66.25,26.75,4739.56,1
97.974,3,2,0.0025,0.5,93,66,66.25,26.75,4752.81,2
98.309,3,2,0.0025,0.5,93,64,66.5,26.5,4759.44,-1
98.613,3,2,0.0025,0.5,93,64,66.5,26.5,4766.06,0
98.901,3,2,0.0025,0.5,93,63,66.75,26.25,4772.63,-1
99.188,3,2,0.0025,0.5,93,63,67,26,4779.13,-1
99.477,3,2,0.0025,0.5,93,63,67,26,4792.13,0
99.812,3,2,0.0025,0.5,93,62,67.25,25.75,4798.56,-1
100.116,3,2,0.0025,0.5,93,62,67.5,25.5,4804.94,-1
100.403,3,2,0.0025,0.5,93,62,67.75,25.25,4811.25,-1
100.691,3,2,0.0025,0.5,93,63,67.5,25.5,4817.63,1
100.979,3,2,0.0025,0.5,93,63,67.75,25.25,4830.19,1
101.315,3,2,0.0025,0.5,93,61,68,25,4836.44,-1
101.618,3,2,0.0025,0.5,93,62,68,25,4842.69,0
101.906,3,2,0.0025,0.5,93,62,68,25,4848.94,0
102.194,3,2,0.0025,0.5,93,61,68.25,24.75,4855.13,-1
102.481,3,2,0.0025,0.5,93,61,68.25,24.75,4867.5,0
102.817,3,2,0.0025,0.5,93,60,68.5,24.5,4873.63,-1
103.121,3,2,0.0025,0.5,93,59,69,24,4879.63,-2
103.408,3,2,0.0025,0.5,93,62,68.5,24.5,4885.75,2
103.696,3,2,0.0025,0.5,93,59,69,24,4891.75,-2
103.984,3,2,0.0025,0.5,93,58,69.5,23.5,4903.56,-1
104.32,3,2,0.0025,0.5,93,61,69,24,4909.56,2
104.624,3,2,0.0025,0.5,93,58,69.5,23.5,4915.44,-2
104.911,3,2,0.0025,0.5,93,58,69.75,23.25,4921.25,-1
105.199,3,2,0.0025,0.5,93,59,69.5,23.5,4927.13,1
105.486,3,2,0.0025,0.5,93,56,70,23,4938.88,-4
105.822,3,2,0.0025,0.5,93,57,70.25,22.75,4944.56,-1
106.125,3,2,0.0025,0.5,93,58,70,23,4950.31,1
106.413,3,2,0.0025,0.5,93,58,70,23,4956.06,0
106.701,3,2,0.0025,0.5,93,57,70.25,22.75,4961.75,-1
106.989,3,2,0.0025,0.5,93,57,70.5,22.5,4973,0
107.324,3,2,0.0025,0.5,93,57,70.5,22.5,4978.63,0
107.629,3,2,0.0025,0.5,93,56,70.75,22.25,4984.19,-1
107.916,3,2,0.0025,0.5,93,57,70.5,22.5,4989.81,1
108.204,3,2,0.0025,0.5,93,56,70.75,22.25,4995.38,-1
108.492,3,2,0.0025,0.5,93,55,71.25,21.75,5006.31,-1
108.827,3,2,0.0025,0.5,93,55,71.5,21.5,5011.69,-1
109.13,3,2,0.0025,0.5,93,55,71.5,21.5,5017.06,0
109.419,3,2,0.0025,0.5,93,54,71.75,21.25,5022.38,-1
109.706,3,2,0.0025,0.5,93,56,71.5,21.5,5027.75,1
109.994,3,2,0.0025,0.5,93,56,71.5,21.5,5038.44,1
110.33,3,2,0.0025,0.5,93,52,72.25,20.75,5043.63,-3
110.633,3,2,0.0025,0.5,93,54,72.25,20.75,5048.81,0
110.922,3,2,0.0025,0.5,93,53,72.5,20.5,5053.94,-1
111.225,3,2,0.0025,0.5,93,53,72.5,20.5,5064.19,0
111.576,3,2,0.0025,0.5,93,54,72.25,20.75,5069.38,1
111.879,3,2,0.0025,0.5,93,54,72.25,20.75,5074.56,0
112.168,3,2,0.0025,0.5,93,52,72.75,20.25,5079.63,-2
112.456,3,2,0.0025,0.5,93,52,73,20,5084.63,-1
112.743,3,2,0.0025,0.5,93,52,73,20,5094.63,0
113.079,3,2,0.0025,0.5,93,51,73.25,19.75,5099.56,-1
113.383,3,2,0.0025,0.5,93,55,72.5,20.5,5104.69,3
113.67,3,2,0.0025,0.5,93,49,73.5,19.5,5109.56,-4
113.957,3,2,0.0025,0.5,93,50,73.75,19.25,5114.38,-1
114.246,3,2,0.0025,0.5,93,50,74,19,5123.94,-1
114.581,3,2,0.0025,0.5,93,50,74,19,5128.69,0
114.886,3,2,0.0025,0.5,93,49,74.25,18.75,5133.38,-1
115.188,3,2,0.0025,0.5,93,51,74,19,5138.13,1
115.477,3,2,0.0025,0.5,93,48,74.5,18.5,5142.75,-2
115.765,3,2,0.0025,0.5,93,50,74.25,18.75,5152.13,0
116.116,3,2,0.0025,0.5,93,48,74.75,18.25,5156.69,-2
116.403,3,2,0.0025,0.5,93,49,74.75,18.25,5161.25,0
116.691,3,2,0.0025,0.5,93,49,74.75,18.25,5165.81,0
116.98,3,2,0.0025,0.5,93,49,74.75,18.25,5174.88,1
117.298,3,2,0.0025,0.5,93,46,75.5,17.5,5179.25,-3
117.634,3,2,0.0025,0.5,93,48,75.25,17.75,5183.69,1
117.923,3,2,0.0025,0.5,93,48,75.25,17.75,5188.13,0
118.227,3,2,0.0025,0.5,93,46,75.75,17.25,5192.44,-2
